date,areaCode,serviceCode,totalNearStore,totalStore,avgNearMonth,nearSales,numberOfNearSales,avgMonth,numberOfSales,totalPeople,totalNearPeople,totalBizman,totalNearBizman,totalLivingPeople,avgIncome,avgOutcome,avgNearIcome,avgNearOutcome,totalFacility,totalNearFacility,sales,divide
201606.0,11998.0,CS100001,90.0,5.0,7748.0,20917838.866666667,58672.0,621.0,6487.0,6614.0,3219,11127,11127,832.0,426.0,336358417.0,810,14609193079,11127,150,1.1149087597489302,Very_Good
201606.0,12000.0,CS100001,89.0,14.0,7998.0,23102659.31460674,64427.0,869.0,7194.0,2684.0,3077,11229,11229,2658.0,410.0,629470821.0,745,12109390289,11229,136,-0.3540905903552638,Not_Good
201606.0,12001.0,CS100001,86.0,7.0,7099.0,21309198.31395349,57600.0,561.0,10854.0,1862.0,3044,10373,10373,477.0,669.0,170799805.0,804,13014665173,10373,132,2.0209139949319486,Very_Good
201606.0,12003.0,CS100001,86.0,10.0,7406.0,21146704.058139537,57610.0,1526.0,13218.0,3330.0,3143,11265,11265,1203.0,6552.0,504573834.0,811,13510643734,11265,138,1.6930853293176278,Very_Good
201606.0,12005.0,CS100001,79.0,1.0,6924.0,23307058.92405064,57471.0,453.0,942.0,1730.0,2979,9290,9290,586.0,433.0,261337529.0,841,12795870421,9290,123,0.7654607019463726,Good
201606.0,12014.0,CS100001,86.0,6.0,7622.0,22793389.441860463,60782.0,605.0,3772.0,9401.0,2872,9698,9698,768.0,460.0,339191883.0,823,12856273763,9698,136,-0.125445636713624,Not_Good
201606.0,12015.0,CS100001,158.0,14.0,7035.0,33349477.89240507,172754.0,566.0,31591.0,15782.0,12943,17008,17008,114.0,0.0,0.0,548,8049812268,17008,218,2.5708646007446867,Very_Good
201606.0,12017.0,CS100001,86.0,13.0,5141.0,30455395.406976745,85856.0,479.0,5051.0,12758.0,5440,7609,7609,843.0,0.0,0.0,559,7966409060,7609,117,-0.425417696899501,Not_Good
201606.0,12024.0,CS100001,185.0,19.0,8435.0,29338509.302702706,180255.0,787.0,15412.0,9710.0,10673,16228,16228,762.0,263.0,359893061.0,642,8962292853,16228,203,1.1328761557242781,Very_Good
201606.0,12025.0,CS100001,87.0,4.0,5413.0,30652147.19540229,87473.0,633.0,3114.0,6240.0,4855,9198,9198,862.0,1001.0,115470128.0,758,9818515275,9198,126,0.037582439403553325,Good
201606.0,12026.0,CS100001,86.0,8.0,4838.0,13246189.255813954,57706.0,306.0,7609.0,359.0,960,5333,5333,1077.0,429.0,319828041.0,562,4850810089,5333,63,-0.4351511468659465,Not_Good
201606.0,12029.0,CS100001,164.0,7.0,9003.0,15526089.225609755,83615.0,287.0,2168.0,4298.0,4736,12518,12518,911.0,1078.0,164781635.0,688,10154761765,12518,139,-0.6810991188107384,Not_Good
201606.0,12030.0,CS100001,144.0,9.0,8128.0,13381982.159722222,70220.0,517.0,2492.0,4247.0,4026,10408,10408,376.0,335.0,101749603.0,678,9351889640,10408,102,-0.613126620294963,Not_Good
201606.0,12032.0,CS100001,203.0,20.0,11308.0,14513370.748768473,99472.0,1117.0,7939.0,2323.0,5247,18462,18462,1715.0,494.0,638948117.0,645,9408488599,18462,166,-0.46103576604404867,Not_Good
201606.0,12033.0,CS100001,152.0,6.0,8818.0,12719251.940789474,65103.0,765.0,10896.0,2724.0,3605,12161,12161,731.0,419.0,254526645.0,682,9835998735,12161,112,0.6409048705743612,Good
201606.0,12034.0,CS100001,182.0,13.0,10482.0,13422015.15934066,88237.0,262.0,846.0,2771.0,4198,13444,13444,1598.0,416.0,517464486.0,643,11700793765,13444,158,-0.9122864461958857,Not_Good
201606.0,12035.0,CS100001,215.0,24.0,12114.0,15095881.181395348,119344.0,1176.0,11218.0,4883.0,5658,18975,18975,1684.0,585.0,779274290.0,706,13244086092,18975,227,-0.5548599282845093,Not_Good
