areaCode,doro,gu,dong
12260.0,회기로_E,동대문구,회기동
12263.0,인왕시장길_B,서대문구,홍제3동
12264.0,이문로,동대문구,이문1동
12268.0,아리랑로_B,성북구,동선동
12269.0,아리랑로_C,성북구,동선동
12270.0,동소문로28길,성북구,동선동
12271.0,동소문로_I,성북구,삼선동
12272.0,봉우재로33길_A,중랑구,상봉2동
12273.0,망우로32길,중랑구,면목2동
12275.0,봉우재로43길,중랑구,상봉2동
12276.0,봉우재로33길_B,중랑구,상봉2동
12277.0,세검정로1길,서대문구,홍은1동
12278.0,면목로_D,중랑구,면목3.8동
12279.0,명지대길,서대문구,홍은2동
12283.0,면목로_E,중랑구,면목3.8동
12286.0,창덕궁1길,종로구,가회동
12287.0,율곡로3길,종로구,삼청동
12288.0,안암로_C,성북구,안암동
12290.0,북촌로5가길,종로구,삼청동
12291.0,사가정로_A,중랑구,면목3.8동
12292.0,자하문로9길,종로구,사직동
12294.0,면목로_G,중랑구,면목7동
12295.0,왕산로33길,동대문구,제기동
12298.0,사가정로_B,중랑구,면목3.8동
12299.0,계동길,종로구,가회동
12300.0,면목로_H,중랑구,면목본동
12301.0,응암로_C,서대문구,북가좌2동
12303.0,금낭화로_B,강서구,방화3동
12306.0,홍릉로5길,동대문구,제기동
12309.0,약령중앙로_B,동대문구,제기동
12310.0,면목로_I,중랑구,면목7동
12311.0,자하문로_B,종로구,청운효자동
12313.0,면목로55길,중랑구,면목3.8동
12314.0,삼청로,종로구,삼청동
12318.0,왕산로_A,동대문구,청량리동
12319.0,수색로_A,은평구,수색동
12320.0,개운사길_A,성북구,안암동
12324.0,인촌로24길,성북구,안암동
12325.0,안암로_D,성북구,안암동
12329.0,수색로4가길,서대문구,남가좌1동
12332.0,금낭화로_C,강서구,방화2동
12334.0,양천로_A,강서구,방화2동
12335.0,강서로_A,강서구,가양1동
12336.0,종로51길,종로구,창신1동
12338.0,영천시장길,서대문구,천연동
12339.0,사직로8길,종로구,사직동
12341.0,장한로_A,동대문구,장안2동
12342.0,답십리로_A,동대문구,장안2동
12343.0,창신길,종로구,창신2동
12346.0,수색로2길,서대문구,남가좌1동
12347.0,마장로37길,성동구,마장동
12350.0,종로_C,종로구,숭인2동
12351.0,방화동로_B,강서구,방화1동
12352.0,답십리로_B,동대문구,장안2동
12354.0,양천로_B,강서구,방화1동
12355.0,면목로_K,중랑구,면목4동
12357.0,숭인동길,종로구,숭인2동
12358.0,월드컵북로44길_A,마포구,상암동
12361.0,금낭화로_D,강서구,방화1동
12363.0,사가정로_D,동대문구,전농2동
12366.0,자하문로7길,종로구,청운효자동
12368.0,월드컵북로44길_B,마포구,상암동
12369.0,사가정로50길,중랑구,면목7동
12370.0,고산자로31길,동대문구,용신동
12372.0,매봉산로2길,마포구,상암동
12373.0,전농로17길,동대문구,전농1동
12374.0,한천로_C,동대문구,장안2동
12375.0,한천로33길,동대문구,장안2동
12376.0,증가로_B,서대문구,남가좌2동
12377.0,전농로_A,동대문구,전농2동
12378.0,면목로39길,중랑구,면목7동
12379.0,대학로,종로구,이화동
12381.0,천호대로_A,성동구,용답동
12382.0,한천로_D,동대문구,답십리2동
12383.0,면목로_L,광진구,중곡3동
12384.0,왕십리로_A,성동구,왕십리도선동
12385.0,다산로_A,중구,신당동
12387.0,다산로_B,중구,신당동
12390.0,다산로36길,중구,동화동
12393.0,용답중앙15길,성동구,용답동
12395.0,천호대로87길,동대문구,장안1동
12396.0,왕십리로_B,성동구,왕십리2동
12397.0,방화동로_C,강서구,방화2동
12398.0,장한로_B,동대문구,장안1동
12399.0,퇴계로87길_A,중구,황학동
12400.0,다산로35길,중구,신당동
12401.0,퇴계로86길,중구,동화동
12403.0,퇴계로83길,중구,황학동
12404.0,아리수로93길,강동구,강일동
12405.0,퇴계로88길,중구,신당5동
12408.0,천호대로_B,성동구,용답동
12409.0,용답19길,성동구,용답동
12416.0,양천로57길,강서구,가양2동
12418.0,무학로6길,성동구,왕십리도선동
12419.0,퇴계로87길_B,중구,황학동
12420.0,천호대로_C,성동구,용답동
12422.0,능동로_B,광진구,중곡2동
12423.0,월드컵북로6길_A,마포구,연남동
12424.0,마장로,성동구,마장동
12425.0,용마산로_D,광진구,중곡4동
12427.0,무학로_B,성동구,왕십리도선동
12428.0,장한로_C,동대문구,장안1동
12429.0,월드컵로36길,마포구,성산2동
12436.0,청계천로12가길,성동구,마장동
12437.0,마장로9길,중구,황학동
12440.0,수색로_B,서대문구,남가좌1동
12441.0,마장로31길,성동구,마장동
12443.0,연희맛로_B,서대문구,연희동
12444.0,전농로_B,동대문구,답십리1동
12446.0,청계천로,종로구,숭인2동
12449.0,방화동로_G,강서구,공항동
12451.0,장한로24길,동대문구,장안2동
12454.0,고산자로24길,성동구,마장동
12457.0,통일로_L,서대문구,천연동
12458.0,마장로5길,중구,황학동
12459.0,고산길,마포구,대흥동
12460.0,퇴계로12길,중구,회현동
12461.0,천호대로_E,광진구,중곡2동
12462.0,월드컵로_B,마포구,서교동
12463.0,영화사로_A,광진구,중곡4동
12464.0,신촌로_A,마포구,대흥동
12465.0,용마산로_E,광진구,중곡2동
12470.0,화곡로_A,강서구,화곡6동
12471.0,와우산로_A,마포구,서교동
12473.0,와우산로29길,마포구,서교동
12474.0,공항대로45길,강서구,등촌1동
12475.0,월드컵로_C,마포구,망원1동
12476.0,월드컵북로5나길,마포구,서교동
12477.0,망원로,마포구,망원1동
12478.0,신촌로4길,마포구,서교동
12479.0,숭문길,마포구,염리동
12480.0,천호대로111길,광진구,중곡2동
12484.0,신촌로_B,마포구,염리동
12485.0,용마산로_F,광진구,중곡4동
12488.0,월드컵로_D,마포구,망원1동
12491.0,공항대로_D,강서구,등촌1동
12492.0,연세로2길,서대문구,신촌동
12493.0,청파로_A,중구,중림동
12496.0,상일로_A,강동구,고덕2동
12500.0,다산로_D,중구,청구동
12501.0,면목로_N,광진구,군자동
12504.0,신촌역로,서대문구,신촌동
12505.0,월드컵로_F,마포구,망원2동
12506.0,다산로_E,중구,다산동
12508.0,월드컵로_G,마포구,성산1동
12510.0,장한로2길,동대문구,장안1동
12511.0,화곡로63길,강서구,등촌3동
12512.0,행당로17길,성동구,행당1동
12516.0,양화로23길,마포구,서교동
12517.0,월드컵북로_C,마포구,서교동
12518.0,퇴계로20길,중구,명동
12519.0,월드컵북로6길_B,마포구,연남동
12520.0,월드컵로25길_A,마포구,망원2동
12521.0,공항대로41길_A,강서구,등촌3동
12523.0,공항대로41길_B,강서구,등촌3동
12524.0,용마산로_G,광진구,중곡2동
12527.0,마조로,성동구,사근동
12528.0,동교로27길,마포구,연남동
12529.0,연희로_D,마포구,연남동
12534.0,공항대로41길_C,강서구,등촌3동
12536.0,화곡로68길,강서구,등촌1동
12537.0,월드컵로25길_B,마포구,망원2동
12539.0,다산로_F,중구,청구동
12543.0,다산로29길,중구,신당동
12544.0,왕십리로21길,성동구,왕십리2동
12545.0,등촌로_A,강서구,등촌2동
12548.0,까치산로_A,강서구,화곡6동
12550.0,강서로45라길,강서구,발산1동
12551.0,강서로_D,강서구,발산1동
12552.0,올림픽로_B,강동구,암사2동
12558.0,고덕로10길,강동구,암사1동
12561.0,목동중앙북로7길,양천구,목3동
12563.0,월드컵로1길,마포구,합정동
12564.0,올림픽로_D,강동구,암사1동
12566.0,자양로45길,광진구,구의2동
12567.0,천호대로_G,광진구,구의2동
12569.0,동호로7길,중구,약수동
12570.0,후암로_A,용산구,후암동
12571.0,후암로_B,용산구,후암동
12572.0,양화로_A,마포구,서교동
12576.0,강서로_E,강서구,우장산동
12577.0,서강로9길,마포구,서교동
12578.0,와우산로_C,마포구,서교동
12579.0,잔다리로,마포구,서교동
12580.0,후암로_C,용산구,남영동
12581.0,공항대로_G,강서구,등촌1동
12582.0,금호산길,성동구,금호2.3가동
12583.0,자양로43길,광진구,중곡4동
12584.0,고덕로_B,강동구,암사3동
12585.0,무수막길,성동구,금호2.3가동
12586.0,고덕로_C,강동구,암사1동
12588.0,동호로_A,중구,약수동
12590.0,공항대로_H,강서구,염창동
12591.0,양천로_K,강서구,등촌1동
12592.0,상일로_B,강동구,강일동
12595.0,강서로_F,강서구,발산1동
12597.0,천호대로112길,광진구,능동
12599.0,백범로_A,마포구,대흥동
12600.0,양재대로128길,강동구,길동
12602.0,능동로15길,광진구,화양동
12603.0,청파로_C,용산구,청파동
12604.0,화곡로_C,강서구,우장산동
12606.0,왕십리로_E,성동구,성수1가1동
12607.0,올림픽로_E,강동구,천호2동
12609.0,구천면로41길,강동구,천호2동
12611.0,아차산로7길_A,성동구,성수2가3동
12614.0,양재대로_C,강동구,천호1동
12615.0,광나루로_B,광진구,구의1동
12616.0,백범로_B,마포구,염리동
12617.0,청파로47길_A,용산구,청파동
12621.0,no_data,광진구,화양동
12624.0,아차산로_A,성동구,성수2가3동
12625.0,상원길,성동구,성수1가2동
12628.0,원효로_A,용산구,원효로1동
12629.0,no_data,광진구,화양동
12630.0,청파로_E,용산구,청파동
12631.0,청파로47길_B,용산구,청파동
12632.0,올림픽로_F,강동구,천호2동
12635.0,서울숲4길,성동구,성수1가2동
12637.0,장터길_A,성동구,금호4가동
12639.0,구천면로100길,강동구,상일동
12640.0,올림픽로98길,강동구,암사1동
12641.0,상암로_C,강동구,암사2동
12642.0,아차산로7길_B,성동구,성수2가3동
12645.0,강서로45길_A,강서구,화곡3동
12649.0,독서당로_B,성동구,금호4가동
12650.0,강서로45길_B,강서구,화곡3동
12653.0,상암로_D,강동구,명일1동
12657.0,장터길_B,성동구,금호2.3가동
12658.0,상암로61길,강동구,명일2동
12659.0,마포대로14길,마포구,공덕동
12661.0,올림픽로92길,강동구,천호2동
12662.0,독막로8길,마포구,합정동
12663.0,마포대로12길,마포구,아현동
12665.0,아차산로78길,광진구,광장동
12668.0,성수일로12길,성동구,성수2가3동
12672.0,백범로_D,마포구,신수동
12674.0,마포대로8길,마포구,아현동
12675.0,양화로_B,마포구,합정동
12677.0,화곡로_F,강서구,화곡본동
12678.0,등촌로_B,양천구,목3동
12679.0,목동중앙북로16길,양천구,목2동
12680.0,장터길_C,성동구,금호2.3가동
12681.0,강서로_G,강서구,화곡3동
12684.0,동남로65길,강동구,명일2동
12685.0,천호대로_I,강동구,천호2동
12686.0,성덕정길_A,성동구,성수1가1동
12688.0,양평로_A,영등포구,양평2동
12689.0,마포대로4길,마포구,도화동
12690.0,양평로22길,영등포구,양평2동
12692.0,구의로,광진구,구의3동
12694.0,양평로_B,영등포구,양평2동
12695.0,양평로_C,영등포구,양평2동
12697.0,올림픽로80길,강동구,천호2동
12700.0,no_data,성동구,성수2가3동
12702.0,목동중앙남로11길,양천구,목4동
12704.0,천중로52길,강동구,길동
12705.0,올림픽로_I,강동구,천호2동
12708.0,녹사평대로,용산구,이태원2동
12709.0,no_data,광진구,자양4동
12710.0,아차산로51길,광진구,구의1동
12711.0,까치산로4길,강서구,화곡본동
12712.0,동일로24길,광진구,화양동
12714.0,목동중앙본로7길,양천구,목4동
12717.0,연무장1길,성동구,성수2가3동
12718.0,아차산로11길,성동구,성수2가3동
12719.0,도화길,마포구,도화동
12723.0,화곡로_J,강서구,우장산동
12727.0,구천면로_D,강동구,천호3동
12730.0,화곡로13길,양천구,신월5동
12732.0,연무장길,성동구,성수2가1동
12733.0,화곡로_K,강서구,화곡1동
12734.0,한림말3길,성동구,옥수동
12735.0,양재대로124길,강동구,길동
12737.0,한강대로62나길,용산구,한강로동
12738.0,강서로17길,강서구,화곡1동
12739.0,이태원로_A,용산구,이태원1동
12742.0,월정로_A,강서구,화곡1동
12743.0,천호대로170길_A,강동구,성내2동
12744.0,천호대로_J,강동구,둔촌2동
12745.0,등촌로_C,양천구,목4동
12746.0,곰달래로_A,양천구,신월1동
12747.0,등촌로_D,양천구,목4동
12751.0,자양로13길,광진구,자양1동
12752.0,양평로_D,영등포구,당산2동
12753.0,강서로_H,강서구,화곡8동
12755.0,천호대로_K,강동구,성내3동
12756.0,목동중앙서로,양천구,목4동
12757.0,곰달래로13길_A,양천구,신월1동
12758.0,강서로16길,강서구,화곡8동
12759.0,강서로12길,강서구,화곡8동
12761.0,등촌로_F,강서구,화곡4동
12762.0,이태원로_B,용산구,한남동
12763.0,곰달래로13길_B,양천구,신월1동
12764.0,이태원로19길,용산구,이태원1동
12766.0,강서로18길,강서구,화곡8동
12768.0,곰달래로5길,양천구,신월1동
12769.0,한강대로52길,용산구,한강로동
12774.0,천호대로170길_B,강동구,성내2동
12776.0,자양로15길,광진구,자양1동
12777.0,천호옛14길,강동구,성내2동
12778.0,자양로_A,광진구,자양1동
12779.0,녹사평대로26길,용산구,이태원1동
12780.0,곰달래로_C,강서구,화곡4동
12781.0,양평로_F,영등포구,양평2동
12784.0,원효로_B,용산구,원효로2동
12786.0,명일로_B,강동구,길동
12789.0,가로공원로80길,강서구,화곡1동
12792.0,천호옛길,강동구,성내2동
12793.0,명일로_C,강동구,길동
12795.0,이태원로54길,용산구,한남동
12798.0,성덕정길_B,성동구,성수1가1동
12799.0,양재대로116길,강동구,길동
12800.0,가로공원로76길_A,강서구,화곡1동
12801.0,이태원로_D,용산구,한남동
12802.0,새창로_A,용산구,원효로1동
12804.0,효창원로42길,용산구,용문동
12805.0,성덕정길_C,성동구,성수2가1동
12806.0,뚝섬로27길,광진구,자양4동
12808.0,선유로47길,영등포구,양평2동
12809.0,천호대로187길,강동구,길동
12810.0,풍성로25길,송파구,풍납1동
12811.0,성덕정길_D,성동구,성수2가1동
12812.0,새창로14길,용산구,용문동
12813.0,양재대로_E,강동구,길동
12814.0,가로공원로,양천구,신월1동
12816.0,자양로18길,광진구,구의1동
12817.0,뚝섬로23길,광진구,자양4동
12819.0,천중로40길,강동구,길동
12823.0,동일로18길,광진구,자양4동
12824.0,남부순환로_B,양천구,신월3동
12825.0,남부순환로40길,양천구,신월3동
12826.0,성안로_A,강동구,길동
12827.0,가로공원로76길_B,강서구,화곡1동
12828.0,화곡로4길,양천구,신월5동
12831.0,양재대로_F,강동구,성내3동
12832.0,영중로_A,영등포구,영등포동
12834.0,양재대로96길,강동구,둔촌2동
12835.0,올림픽로47길,송파구,풍납2동
12840.0,양산로_A,영등포구,당산1동
12842.0,오목로_B,양천구,신정4동
12844.0,성안로_C,강동구,성내3동
12846.0,성내로6길,강동구,성내1동
12847.0,토성로,송파구,풍납2동
12852.0,당산로31길,영등포구,당산1동
12853.0,양재대로89길,강동구,성내3동
12854.0,올림픽로45길,송파구,풍납2동
12856.0,신정중앙로_A,양천구,신정4동
12857.0,성안로3길,강동구,성내1동
12858.0,신정중앙로_B,양천구,신정4동
12859.0,한강대로15길,용산구,한강로동
12864.0,성안로_D,강동구,성내3동
12866.0,당산로36길,영등포구,당산2동
